ID,ID_Cliente,ID_Tipo_de_impressora,Duracao_em_meses,Valor_Total
132,3239,Brother 8157dn,2,1000
133,4682,Brother 8157dn,3,1500
134,5794,HP Pro M201dw,2,500
135,9927,HP 400M425dn,2,2000
136,3727,Kyocera M2040dn,2,1000
137,57,HP M1212nf,3,2992.89
138,7288,HP P2055dn,2,1000.16
139,997,HP 400M425dn,3,3000
140,9442,HP M1212nf,3,2992.89
141,3708,Brother L5652dn,2,19992.1
142,4431,Brother 8157dn,3,1500
143,3473,HP P2055dn,2,1000.16
144,9592,HP P2055dn,3,1500.24
145,8080,Brother 8952dw,2,2009.48
146,4026,Brother 8157dn,3,1500
147,8176,Brother L5652dn,3,29988.149999999998
148,1610,HP 1015,3,1504.9499999999998
149,1338,HP 1015,3,1504.9499999999998
150,8673,HP 1015,3,1504.9499999999998
151,5711,HP P2055dn,2,1000.16
152,2332,HP P2055dn,3,1500.24
153,4643,HP Pro M201dw,2,500
154,4876,Brother 8952dw,3,3014.2200000000003
155,6580,Brother 8952dw,2,2009.48
156,8442,HP M1212nf,2,1995.26
157,3823,HP P2055dn,2,1000.16
158,7427,Brother 8157dn,1,500
159,8315,HP 1015,2,1003.3
160,8469,HP MFP M225dw,3,2982.06
161,4783,Brother 8952dw,3,3014.2200000000003
162,2691,HP 1015,3,1504.9499999999998
163,2314,Brother 7065dn,3,2997.75
164,2509,HP P1606dn,2,500
165,4408,HP P1606dn,2,500
166,1947,Brother 8952dw,3,3014.2200000000003
167,5886,Brother 8952dw,3,3014.2200000000003
168,9790,HP P2055dn,3,1500.24
169,2798,Kyocera M2040dn,3,1500
170,6526,HP M1212nf,2,1995.26
171,2122,HP P1606dn,3,750
172,6022,HP Pro M127fn,2,2008.3
173,5723,Brother 7065dn,2,1998.5
174,448,HP MFP M225dw,3,2982.06
175,3619,HP Pro M127fn,3,3012.45
176,9974,Kyocera M2040dn,2,1000
177,1902,HP Pro M127fn,2,2008.3
178,2578,HP 400M425dn,3,3000
179,955,HP 1015,1,501.65
180,1002,Brother L5652dn,3,29988.149999999998
181,8566,Brother 8157dn,2,1000
182,1099,Brother 7065dn,3,2997.75
183,2523,Brother 8157dn,3,1500
184,4260,HP M1212nf,3,2992.89
185,2616,HP M1212nf,3,2992.89
186,2937,Brother 7065dn,3,2997.75
187,1456,Brother L5652dn,2,19992.1
188,9430,Brother 8157dn,3,1500
189,514,Brother 7065dn,3,2997.75
190,1056,HP Pro M127fn,3,3012.45
191,7157,HP M1212nf,2,1995.26
192,5376,HP MFP M225dw,1,994.02
193,9105,Brother 8157dn,3,1500
194,4757,HP P2055dn,3,1500.24
195,5874,Brother L5652dn,3,29988.149999999998
196,3275,HP 1015,3,1504.9499999999998
197,1938,Brother 8157dn,2,1000
198,2867,HP 1015,1,501.65
199,2695,HP M1212nf,2,1995.26
200,1293,HP MFP M225dw,2,1988.04
201,6155,Brother 8952dw,3,3014.2200000000003
202,2103,Brother 8157dn,2,1000
203,9540,Brother 7065dn,3,2997.75
204,5107,Brother L5652dn,3,29988.149999999998
205,5308,Brother 8157dn,3,1500
206,3739,HP 1015,2,1003.3
207,2692,HP Pro M127fn,3,3012.45
208,5272,Brother 8952dw,3,3014.2200000000003
209,5498,Brother 8952dw,3,3014.2200000000003
210,5006,Brother 8157dn,3,1500
211,4752,Brother 8157dn,3,1500
212,683,HP MFP M225dw,3,2982.06
213,5285,HP 400M425dn,2,2000
214,4359,HP Pro M201dw,3,750
215,9066,Brother L5652dn,2,19992.1
216,8340,Brother 7065dn,2,1998.5
217,249,HP 400M425dn,3,3000
218,6136,Brother 8952dw,3,3014.2200000000003
219,1350,HP P2055dn,2,1000.16
220,3173,HP P2055dn,3,1500.24
221,5045,Brother L5652dn,3,29988.149999999998
222,880,Kyocera M2040dn,2,1000
223,8590,HP 1015,2,1003.3
224,3106,Brother 8157dn,1,500
225,3445,Brother L5652dn,3,29988.149999999998
226,9997,HP 1015,3,1504.9499999999998
227,4494,Kyocera M2040dn,1,500
228,2240,HP Pro M201dw,3,750
229,5401,HP Pro M127fn,3,3012.45
230,3714,Brother 8157dn,2,1000
231,1178,Brother 8157dn,1,500
232,3035,HP P1606dn,3,750
233,3096,HP Pro M201dw,1,250
234,1205,Brother L5652dn,2,19992.1
235,9559,Brother 8157dn,3,1500
236,7213,HP Pro M127fn,3,3012.45
237,2737,Kyocera M2040dn,2,1000
238,6236,HP MFP M225dw,2,1988.04
239,2902,HP P2055dn,3,1500.24
240,7024,HP P2055dn,2,1000.16
241,5780,Brother 8157dn,3,1500
242,5263,HP 1015,3,1504.9499999999998
243,7612,Brother 7065dn,3,2997.75
244,9233,Brother 7065dn,3,2997.75
245,9630,Brother 8952dw,3,3014.2200000000003
246,4041,Brother 7065dn,2,1998.5
247,3030,HP P1606dn,2,500
248,317,Kyocera M2040dn,2,1000
249,4049,Kyocera M2040dn,3,1500
250,134,Brother 8952dw,2,2009.48
251,2974,HP P2055dn,3,1500.24
252,3019,Brother 7065dn,3,2997.75
253,1041,Brother 8952dw,1,1004.74
254,2355,HP Pro M127fn,2,2008.3
255,8363,HP P2055dn,1,500.08
256,4789,HP M1212nf,1,997.63
257,4957,Brother 7065dn,3,2997.75
258,8315,Kyocera M2040dn,2,1000
259,4857,HP 1015,2,1003.3
260,2654,HP M1212nf,2,1995.26
261,7499,HP P2055dn,3,1500.24
262,81,HP P2055dn,3,1500.24
263,2319,HP P2055dn,3,1500.24
264,6777,HP P1606dn,3,750
265,6791,HP P2055dn,3,1500.24
266,3950,Brother 7065dn,3,2997.75
267,7622,Brother 8952dw,3,3014.2200000000003
268,2708,HP P2055dn,2,1000.16
269,6197,Brother 8952dw,1,1004.74
270,8367,Brother L5652dn,1,9996.05
271,416,HP P2055dn,1,500.08
272,5415,HP P2055dn,3,1500.24
273,2233,Brother 7065dn,3,2997.75
274,1101,Brother 7065dn,3,2997.75
275,6149,HP 400M425dn,3,3000
276,6844,Brother L5652dn,3,29988.149999999998
277,7302,HP 1015,3,1504.9499999999998
278,5282,HP Pro M201dw,2,500
279,7003,Brother 8952dw,3,3014.2200000000003
280,7434,Brother 8952dw,2,2009.48
281,999,HP Pro M127fn,3,3012.45
282,7141,Brother 7065dn,2,1998.5
283,9870,HP Pro M127fn,3,3012.45
284,3470,HP P2055dn,2,1000.16
285,3330,HP Pro M127fn,3,3012.45
286,9004,HP Pro M127fn,3,3012.45
287,3389,HP Pro M201dw,3,750
288,3222,HP M1212nf,3,2992.89
289,49,Brother 8157dn,2,1000
290,6523,HP M1212nf,2,1995.26
291,2097,Brother L5652dn,3,29988.149999999998
292,4014,HP P2055dn,3,1500.24
293,160,Brother 8952dw,3,3014.2200000000003
294,159,Brother 8157dn,3,1500
295,2786,Brother 8157dn,2,1000
296,8493,Brother L5652dn,3,29988.149999999998
297,4887,HP M1212nf,3,2992.89
298,5095,HP 1015,3,1504.9499999999998
299,197,Brother 8952dw,2,2009.48
300,4659,Brother L5652dn,3,29988.149999999998
301,8035,HP P2055dn,3,1500.24
302,7957,HP Pro M201dw,3,750
303,818,Brother 8157dn,3,1500
304,1347,HP 1015,3,1504.9499999999998
305,4258,Kyocera M2040dn,2,1000
306,7976,Brother 8952dw,3,3014.2200000000003
307,5509,HP Pro M127fn,1,1004.15
308,1649,HP Pro M201dw,2,500
309,835,Brother 8157dn,1,500
310,4974,Kyocera M2040dn,1,500
311,6589,Brother 7065dn,3,2997.75
312,9773,HP 400M425dn,3,3000
313,1904,Brother 7065dn,3,2997.75
314,6293,Brother 8952dw,3,3014.2200000000003
315,5869,Brother 7065dn,2,1998.5
316,6362,Brother 7065dn,3,2997.75
317,9713,HP M1212nf,3,2992.89
318,4305,Kyocera M2040dn,2,1000
319,20,HP MFP M225dw,2,1988.04
320,7381,HP Pro M201dw,1,250
321,7484,Kyocera M2040dn,3,1500
322,9776,Brother 8157dn,2,1000
323,5063,HP M1212nf,3,2992.89
324,6515,Brother 8157dn,3,1500
325,9079,Brother L5652dn,2,19992.1
326,8056,HP MFP M225dw,3,2982.06
327,4133,Kyocera M2040dn,3,1500
328,7873,HP P2055dn,3,1500.24
329,2638,HP MFP M225dw,3,2982.06
330,7617,HP P2055dn,3,1500.24
331,7658,HP P2055dn,3,1500.24
332,814,Brother L5652dn,3,29988.149999999998
333,8105,HP 1015,2,1003.3
334,1806,Brother L5652dn,3,29988.149999999998
335,5032,HP Pro M201dw,3,750
336,4186,HP M1212nf,2,1995.26
337,5261,Brother 7065dn,3,2997.75
338,5959,HP P2055dn,3,1500.24
339,8132,HP MFP M225dw,2,1988.04
340,3619,Brother L5652dn,3,29988.149999999998
341,8532,HP P1606dn,2,500
342,5547,HP P2055dn,2,1000.16
343,8983,HP P1606dn,2,500
344,6859,HP P1606dn,3,750
345,1475,HP P2055dn,3,1500.24
346,2939,HP P1606dn,2,500
347,5056,HP 1015,2,1003.3
348,7365,HP M1212nf,3,2992.89
349,8977,Brother 8952dw,3,3014.2200000000003
350,1810,Brother 8157dn,1,500
351,7454,HP 400M425dn,3,3000
352,6872,Brother L5652dn,3,29988.149999999998
353,3164,HP P2055dn,3,1500.24
354,7324,HP 400M425dn,3,3000
355,2667,Brother L5652dn,1,9996.05
356,6924,Brother L5652dn,1,9996.05
357,1455,Brother 7065dn,3,2997.75
358,2147,Brother 8157dn,1,500
359,8422,Brother L5652dn,1,9996.05
360,3137,Kyocera M2040dn,3,1500
361,4588,HP 1015,3,1504.9499999999998
362,6304,Brother L5652dn,3,29988.149999999998
363,8126,Brother 8157dn,2,1000
364,9340,Brother L5652dn,1,9996.05
365,8224,HP M1212nf,3,2992.89
366,3635,Brother 8952dw,3,3014.2200000000003
367,9890,Brother 8157dn,2,1000
368,8491,Brother 8952dw,1,1004.74
369,1447,Brother 7065dn,2,1998.5
370,5798,HP P1606dn,3,750
371,6562,HP 1015,3,1504.9499999999998
372,7013,Brother 8952dw,3,3014.2200000000003
373,7573,Brother 8157dn,2,1000
374,1099,HP P1606dn,2,500
375,8669,Brother L5652dn,1,9996.05
376,665,HP P2055dn,2,1000.16
377,514,HP MFP M225dw,2,1988.04
378,2861,HP 1015,2,1003.3
379,2183,Brother 7065dn,2,1998.5
380,4363,Brother 8952dw,3,3014.2200000000003
381,6756,HP MFP M225dw,3,2982.06
382,8799,HP P2055dn,3,1500.24
383,3800,HP M1212nf,3,2992.89
384,6272,Kyocera M2040dn,3,1500
385,1918,Kyocera M2040dn,2,1000
386,9078,HP M1212nf,3,2992.89
387,2139,Brother 8952dw,3,3014.2200000000003
388,6331,HP M1212nf,2,1995.26
389,4387,Brother 8952dw,3,3014.2200000000003
390,5750,HP P2055dn,3,1500.24
391,9023,Brother L5652dn,3,29988.149999999998
392,7154,HP 400M425dn,3,3000
393,55,HP M1212nf,1,997.63
394,7663,HP P2055dn,2,1000.16
395,3804,Brother 8157dn,1,500
396,7060,HP M1212nf,2,1995.26
397,6552,HP 400M425dn,2,2000
398,4767,HP P2055dn,3,1500.24
399,8883,Brother 7065dn,2,1998.5
400,7319,Brother 8157dn,2,1000
401,7581,Brother 7065dn,1,999.25
402,8602,HP M1212nf,1,997.63
403,7127,Brother 7065dn,3,2997.75
404,8721,Brother 8952dw,1,1004.74
405,5972,Brother L5652dn,2,19992.1
406,4946,HP 1015,2,1003.3
407,1824,Brother 8952dw,2,2009.48
408,1058,Brother 7065dn,2,1998.5
409,3347,HP P2055dn,1,500.08
410,5670,Brother 8952dw,1,1004.74
411,9952,Brother 8157dn,3,1500
412,4273,Brother 8157dn,1,500
413,8079,Brother 8952dw,3,3014.2200000000003
414,2018,Brother 7065dn,2,1998.5
415,8983,Brother L5652dn,2,19992.1
416,6269,Brother 8952dw,3,3014.2200000000003
417,5628,Brother 8157dn,2,1000
418,8826,HP P1606dn,3,750
419,3525,HP P2055dn,3,1500.24
420,1750,HP P2055dn,3,1500.24
421,2385,HP 400M425dn,1,1000
422,8463,Brother L5652dn,3,29988.149999999998
423,6488,Brother 8157dn,3,1500
424,8287,Kyocera M2040dn,2,1000
425,1630,HP Pro M127fn,1,1004.15
426,1801,HP P2055dn,3,1500.24
427,5694,HP 400M425dn,2,2000
428,9648,Brother 7065dn,3,2997.75
429,2543,HP P1606dn,3,750
430,819,HP P1606dn,1,250
431,3247,Brother 8952dw,3,3014.2200000000003
432,4858,Brother L5652dn,2,19992.1
433,545,Brother 8157dn,3,1500
434,5452,HP P2055dn,3,1500.24
435,2602,Brother L5652dn,3,29988.149999999998
436,499,HP M1212nf,3,2992.89
437,4455,HP P2055dn,3,1500.24
438,736,Brother 7065dn,1,999.25
439,7903,HP P2055dn,3,1500.24
440,3642,HP P2055dn,3,1500.24
441,520,Brother 7065dn,3,2997.75
442,1188,Brother 8157dn,3,1500
443,2588,HP M1212nf,3,2992.89
444,1150,HP P1606dn,3,750
445,2004,Brother 8952dw,3,3014.2200000000003
446,7611,Brother 7065dn,3,2997.75
447,5757,HP MFP M225dw,2,1988.04
448,9492,HP M1212nf,2,1995.26
449,4242,HP M1212nf,3,2992.89
450,4913,HP 1015,3,1504.9499999999998
451,4838,Brother 7065dn,3,2997.75
452,9198,HP 1015,3,1504.9499999999998
453,9534,HP M1212nf,1,997.63
454,6811,HP M1212nf,2,1995.26
455,6226,HP P1606dn,3,750
456,7502,HP Pro M201dw,2,500
457,2478,Brother 8952dw,3,3014.2200000000003
458,4054,Brother 8157dn,2,1000
459,4950,HP P2055dn,1,500.08
460,3512,HP M1212nf,2,1995.26
461,3815,HP P2055dn,2,1000.16
462,9188,Brother L5652dn,3,29988.149999999998
463,783,Brother 8952dw,2,2009.48
464,1522,Brother 7065dn,3,2997.75
465,1341,Brother 7065dn,3,2997.75
466,2621,Brother 8157dn,3,1500
467,2367,Kyocera M2040dn,3,1500
468,9612,HP 400M425dn,3,3000
469,5541,HP M1212nf,2,1995.26
470,6715,Brother L5652dn,3,29988.149999999998
471,5766,Brother 8157dn,3,1500
472,6819,HP 1015,2,1003.3
473,8576,HP P1606dn,3,750
474,6777,HP Pro M127fn,1,1004.15
475,2386,Kyocera M2040dn,3,1500
476,5181,Brother 8157dn,3,1500
477,6858,HP P2055dn,3,1500.24
478,4725,Brother 8157dn,2,1000
479,52,HP P1606dn,3,750
480,1019,Brother 8157dn,3,1500
481,8312,Brother 8952dw,1,1004.74
482,1141,Brother L5652dn,3,29988.149999999998
483,4005,Brother 8157dn,3,1500
484,301,Brother 8157dn,1,500
485,7656,Brother 8157dn,3,1500
486,9994,HP M1212nf,3,2992.89
487,7000,Brother L5652dn,3,29988.149999999998
488,196,Brother 7065dn,3,2997.75
489,9789,HP Pro M127fn,2,2008.3
490,5614,HP M1212nf,3,2992.89
491,5740,HP M1212nf,3,2992.89
492,8287,Brother 8157dn,2,1000
493,8341,Brother 7065dn,3,2997.75
494,9300,HP P2055dn,1,500.08
495,3538,HP P2055dn,3,1500.24
496,904,Brother L5652dn,1,9996.05
497,1028,HP 1015,3,1504.9499999999998
498,2453,HP M1212nf,3,2992.89
499,894,Brother 8157dn,1,500
500,6310,HP P2055dn,2,1000.16
501,8471,HP P2055dn,3,1500.24
502,2627,Brother 8157dn,3,1500
503,870,HP 1015,3,1504.9499999999998
504,148,Brother L5652dn,2,19992.1
505,239,HP MFP M225dw,3,2982.06
506,2117,Brother L5652dn,1,9996.05
507,3659,HP MFP M225dw,2,1988.04
508,1723,HP M1212nf,3,2992.89
509,4098,Brother 7065dn,2,1998.5
510,9311,Kyocera M2040dn,3,1500
511,6600,HP P2055dn,2,1000.16
512,6339,Brother 7065dn,3,2997.75
513,5160,Brother L5652dn,2,19992.1
514,9800,HP 400M425dn,3,3000
515,9310,Kyocera M2040dn,3,1500
516,5932,Brother 7065dn,1,999.25
517,251,HP M1212nf,2,1995.26
518,9505,Brother 7065dn,2,1998.5
519,9186,HP P1606dn,2,500
520,9483,Brother 7065dn,3,2997.75
521,2197,HP M1212nf,3,2992.89
522,298,HP M1212nf,2,1995.26
523,1063,HP M1212nf,2,1995.26
524,2296,Brother L5652dn,2,19992.1
525,4295,HP MFP M225dw,3,2982.06
526,8190,Brother 7065dn,1,999.25
527,8673,HP 1015,2,1003.3
528,7401,Brother 8157dn,3,1500
529,5121,Kyocera M2040dn,3,1500
530,4997,Brother 7065dn,2,1998.5
531,6933,Brother 8952dw,2,2009.48
532,672,Brother 8157dn,3,1500
533,2960,Brother 8157dn,3,1500
534,4987,Brother L5652dn,3,29988.149999999998
535,850,HP Pro M201dw,3,750
536,1837,Kyocera M2040dn,3,1500
537,552,Brother 8157dn,3,1500
538,8814,HP MFP M225dw,2,1988.04
539,8854,HP M1212nf,3,2992.89
540,9849,HP P1606dn,3,750
541,5560,HP Pro M201dw,2,500
542,9422,Brother L5652dn,2,19992.1
543,4180,Brother 7065dn,2,1998.5
544,174,Brother 8157dn,2,1000
545,1516,Brother L5652dn,3,29988.149999999998
546,306,Brother 8952dw,3,3014.2200000000003
547,2012,Kyocera M2040dn,2,1000
548,1537,HP P2055dn,3,1500.24
549,6182,Brother 7065dn,3,2997.75
550,4036,Brother 8952dw,3,3014.2200000000003
551,4954,HP Pro M127fn,3,3012.45
552,3004,Brother 8157dn,2,1000
553,5282,HP 400M425dn,3,3000
554,6025,Brother 8952dw,2,2009.48
555,3502,Brother 8157dn,3,1500
556,1652,Brother L5652dn,3,29988.149999999998
557,4099,HP P2055dn,3,1500.24
558,9208,HP P1606dn,3,750
559,1590,Kyocera M2040dn,3,1500
560,1463,HP MFP M225dw,3,2982.06
561,4512,Brother 8952dw,3,3014.2200000000003
562,8918,HP P2055dn,2,1000.16
563,5625,HP Pro M127fn,3,3012.45
564,6996,HP 400M425dn,3,3000
565,6610,HP P1606dn,3,750
566,1075,Kyocera M2040dn,3,1500
567,311,HP Pro M201dw,3,750
568,6691,HP P1606dn,3,750
569,1016,Brother 8952dw,1,1004.74
570,9578,Kyocera M2040dn,3,1500
571,5113,Brother L5652dn,3,29988.149999999998
572,4862,HP P2055dn,3,1500.24
573,5679,Kyocera M2040dn,3,1500
574,3500,HP 400M425dn,3,3000
575,8665,Kyocera M2040dn,2,1000
576,7625,Brother 7065dn,3,2997.75
577,8176,Brother 7065dn,3,2997.75
578,5010,Brother 8157dn,3,1500
579,4440,HP P2055dn,1,500.08
580,5178,Brother L5652dn,3,29988.149999999998
581,7737,Brother 7065dn,1,999.25
582,7844,HP Pro M127fn,1,1004.15
583,5993,HP M1212nf,2,1995.26
584,1256,HP 1015,2,1003.3
585,4829,Brother L5652dn,2,19992.1
586,9903,Kyocera M2040dn,3,1500
587,6989,Brother L5652dn,3,29988.149999999998
588,3090,HP Pro M201dw,1,250
589,9812,HP P2055dn,2,1000.16
590,1886,Brother 7065dn,2,1998.5
591,8365,HP MFP M225dw,3,2982.06
592,211,HP P1606dn,3,750
593,8836,Brother 8157dn,3,1500
594,3835,Kyocera M2040dn,1,500
595,4078,Brother 7065dn,2,1998.5
596,2700,HP M1212nf,3,2992.89
597,4445,Brother 8157dn,3,1500
598,2003,HP MFP M225dw,3,2982.06
599,696,HP P2055dn,3,1500.24
600,1871,Brother 8952dw,3,3014.2200000000003
601,2,HP Pro M201dw,2,500
602,3706,Brother 8952dw,1,1004.74
603,4919,Brother 8952dw,3,3014.2200000000003
604,2646,HP MFP M225dw,3,2982.06
605,679,Kyocera M2040dn,3,1500
606,9820,HP MFP M225dw,1,994.02
607,4752,HP P2055dn,1,500.08
608,5006,Brother 7065dn,2,1998.5
609,4225,HP 1015,3,1504.9499999999998
610,4464,HP M1212nf,3,2992.89
611,1810,HP M1212nf,2,1995.26
612,346,HP 1015,2,1003.3
613,1643,HP Pro M201dw,2,500
614,7477,HP MFP M225dw,2,1988.04
615,8293,HP Pro M127fn,2,2008.3
616,3150,Brother 8157dn,3,1500
617,944,Brother 7065dn,3,2997.75
618,7758,HP P1606dn,2,500
619,6313,Brother L5652dn,3,29988.149999999998
620,8334,HP P1606dn,3,750
621,2308,HP M1212nf,3,2992.89
622,2229,HP Pro M201dw,1,250
623,1654,HP M1212nf,2,1995.26
624,7736,Brother 8952dw,3,3014.2200000000003
625,6419,HP Pro M127fn,3,3012.45
626,7443,HP P1606dn,1,250
627,1682,HP 1015,2,1003.3
628,6535,Brother 7065dn,3,2997.75
629,5901,HP MFP M225dw,3,2982.06
630,6227,Brother 7065dn,3,2997.75
631,5564,HP 1015,3,1504.9499999999998
632,9089,Brother 8157dn,3,1500
633,7153,Brother 8952dw,2,2009.48
634,9423,HP MFP M225dw,2,1988.04
635,8873,HP Pro M127fn,3,3012.45
636,1294,HP P1606dn,1,250
637,2037,HP MFP M225dw,1,994.02
638,3200,HP P2055dn,3,1500.24
639,5726,HP P2055dn,3,1500.24
640,1503,HP P2055dn,1,500.08
641,4133,HP Pro M127fn,3,3012.45
642,6775,Kyocera M2040dn,3,1500
643,3460,HP 1015,3,1504.9499999999998
644,6821,HP P1606dn,3,750
645,1554,HP M1212nf,3,2992.89
646,6148,Brother 8157dn,3,1500
647,7683,HP M1212nf,2,1995.26
648,1570,Kyocera M2040dn,2,1000
649,8949,Brother 8157dn,3,1500
650,8170,Brother 7065dn,3,2997.75
651,8890,Brother 8952dw,2,2009.48
652,8721,Brother 8157dn,3,1500
653,1906,Brother L5652dn,1,9996.05
654,5512,HP P2055dn,2,1000.16
655,7199,Brother L5652dn,3,29988.149999999998
656,3194,Brother 8157dn,3,1500
657,1830,HP P2055dn,3,1500.24
658,8891,Brother 8157dn,3,1500
659,7079,Brother 8157dn,3,1500
660,4805,HP 1015,1,501.65
661,696,HP M1212nf,3,2992.89
662,6653,HP 1015,3,1504.9499999999998
663,2898,Brother L5652dn,2,19992.1
664,4624,Brother 7065dn,1,999.25
665,745,HP 1015,2,1003.3
666,5798,HP P2055dn,1,500.08
667,6545,HP P1606dn,3,750
668,6379,HP M1212nf,2,1995.26
669,6937,Brother L5652dn,3,29988.149999999998
670,9213,HP P2055dn,2,1000.16
671,779,Brother 7065dn,3,2997.75
672,1392,Brother 7065dn,2,1998.5
673,2251,Brother 8157dn,3,1500
674,9675,Brother 8157dn,2,1000
675,9173,Brother 8952dw,3,3014.2200000000003
676,8316,HP P2055dn,3,1500.24
677,6268,Brother 8157dn,3,1500
678,1088,HP 400M425dn,2,2000
679,8588,Brother 7065dn,1,999.25
680,917,Brother 8952dw,1,1004.74
